53708601TC D231550 1
28101455CA D615451 1
17916357GC D159950 1
17916357GC D228000 1
32848218TC D611742 1
3385088TC D271900 1
3397701AG D271900 1
3402260GA D271900 1
51081140AG D182600 1
51081140AG D613708 1
108128259AG D114480 1
108128319AC D114480 1
108129778CA D114480 1
108164125CG D114480 1
108199929TG D114480 1
108205810GA D114480 1
108216537CT D114480 1
108128259AG D208900 1
108128319AC D208900 1
108129778CA D208900 1
108164125CG D208900 1
108199929TG D208900 1
108205810GA D208900 1
108216537CT D208900 1
160105036GA D104290 1
160106455TA D104290 1
160105036GA D602481 1
160106455TA D602481 1
130694231GT D169600 1
71163173CT D267300 1
71185243TC D267300 1
71187144TG D267300 1
52516668CA D277900 1
52520574CT D277900 1
55355593GA D147480 1
55355674TG D147480 1
55359051GT D147480 1
55362420CA D147480 1
55362480AG D147480 1
55355593GA D211600 1
55355674TG D211600 1
55359051GT D211600 1
55362420CA D211600 1
55362480AG D211600 1
55355593GA D243300 1
55355674TG D243300 1
55359051GT D243300 1
55362420CA D243300 1
55362480AG D243300 1
142231134CT D210600 1
142269075CT D210600 1
142231134CT D614564 1
142269075CT D614564 1
3063650CG D125700 1
3065265GA D125700 1
3065266CT D125700 1
121431885CT D612954 1
121431885CT D613881 1
66283020GA D209900 1
66294240AC D209900 1
76740149GA D615987 1
76740677GA D615987 1
76740779GA D615987 1
123663631AG D615989 1
56519633CT D615981 1
56544783AC D615981 1
56519633CT D616562 1
56544783AC D616562 1
73029876CT D615982 1
33185898AG D615986 1
45316704TA D111200 1
45321841GA D111200 1
45322327AC D111200 1
45316704TA D247420 1
45321841GA D247420 1
45322327AC D247420 1
165547327AG D617936 1
81301694AC D115300 1
23627369AG D608232 1
23627369AG D613065 1
17474749GC D611391 1
60272926GA D601331 1
60588553TC D601331 1
91312789CT D210900 1
91337484GT D210900 1
43292346TC D107600 1
140439613TC D115150 1
140439613TC D163950 1
140439613TC D211980 1
140439613TC D613706 1
140439613TC D613707 1
2577960GA D614498 1
2594008TC D614498 1
2577960GA D618056 1
2594008TC D618056 1
32893325AG D114480 1
32903612CT D114480 1
32903621AG D114480 1
32906579AC D114480 1
32906591AC D114480 1
32911278TC D114480 1
32911436AC D114480 1
32913058GC D114480 1
32913116GA D114480 1
32913680AT D114480 1
32915206TA D114480 1
32937526GC D114480 1
32944582TC D114480 1
32968940AT D114480 1
32893325AG D155255 1
32903612CT D155255 1
32903621AG D155255 1
32906579AC D155255 1
32906591AC D155255 1
32911278TC D155255 1
32911436AC D155255 1
32913058GC D155255 1
32913116GA D155255 1
32913680AT D155255 1
32915206TA D155255 1
32937526GC D155255 1
32944582TC D155255 1
32968940AT D155255 1
32893325AG D176807 1
32903612CT D176807 1
32903621AG D176807 1
32906579AC D176807 1
32906591AC D176807 1
32911278TC D176807 1
32911436AC D176807 1
32913058GC D176807 1
32913116GA D176807 1
32913680AT D176807 1
32915206TA D176807 1
32937526GC D176807 1
32944582TC D176807 1
32968940AT D176807 1
32893325AG D194070 1
32903612CT D194070 1
32903621AG D194070 1
32906579AC D194070 1
32906591AC D194070 1
32911278TC D194070 1
32911436AC D194070 1
32913058GC D194070 1
32913116GA D194070 1
32913680AT D194070 1
32915206TA D194070 1
32937526GC D194070 1
32944582TC D194070 1
32968940AT D194070 1
32893325AG D605724 1
32903612CT D605724 1
32903621AG D605724 1
32906579AC D605724 1
32906591AC D605724 1
32911278TC D605724 1
32911436AC D605724 1
32913058GC D605724 1
32913116GA D605724 1
32913680AT D605724 1
32915206TA D605724 1
32937526GC D605724 1
32944582TC D605724 1
32968940AT D605724 1
32893325AG D612555 1
32903612CT D612555 1
32903621AG D612555 1
32906579AC D612555 1
32906591AC D612555 1
32911278TC D612555 1
32911436AC D612555 1
32913058GC D612555 1
32913116GA D612555 1
32913680AT D612555 1
32915206TA D612555 1
32937526GC D612555 1
32944582TC D612555 1
32968940AT D612555 1
32893325AG D613029 1
32903612CT D613029 1
32903621AG D613029 1
32906579AC D613029 1
32906591AC D613029 1
32911278TC D613029 1
32911436AC D613029 1
32913058GC D613029 1
32913116GA D613029 1
32913680AT D613029 1
32915206TA D613029 1
32937526GC D613029 1
32944582TC D613029 1
32968940AT D613029 1
32893325AG D613347 1
32903612CT D613347 1
32903621AG D613347 1
32906579AC D613347 1
32906591AC D613347 1
32911278TC D613347 1
32911436AC D613347 1
32913058GC D613347 1
32913116GA D613347 1
32913680AT D613347 1
32915206TA D613347 1
32937526GC D613347 1
32944582TC D613347 1
32968940AT D613347 1
59885849CA D114480 1
59885849CA D609054 1
15685874GA D253260 1
32363816TC D612387 1
32363816TC D612387 1
32363816TC D612387 1
32363816TC D612387 1
32363816TC D612387 1
32363816TC D612387 1
32363816TC D612387 1
32363816TC D612387 1
40509781GC D176430 1
40509781GC D257300 1
6690648GT D611378 1
6713262GA D611378 1
6690648GT D612925 1
6713262GA D612925 1
6690648GT D613779 1
6713262GA D613779 1
57383358CT D613790 1
1254250CT D611942 1
1254250CT D617027 1
201022666CT D170400 1
201079344GC D170400 1
201022666CT D188580 1
201079344GC D188580 1
201022666CT D601887 1
201079344GC D601887 1
18828274CT D611876 1
121973074TC D145980 1
121973221GT D145980 1
121980403TG D145980 1
121980421TG D145980 1
121980453GA D145980 1
121980943AC D145980 1
122003218TC D145980 1
122003764CG D145980 1
121973074TC D239200 1
121973221GT D239200 1
121980403TG D239200 1
121980421TG D239200 1
121980453GA D239200 1
121980943AC D239200 1
122003218TC D239200 1
122003764CG D239200 1
121973074TC D601198 1
121973221GT D601198 1
121980403TG D601198 1
121980421TG D601198 1
121980453GA D601198 1
121980943AC D601198 1
122003218TC D601198 1
122003764CG D601198 1
121973074TC D612899 1
121973221GT D612899 1
121980403TG D612899 1
121980421TG D612899 1
121980453GA D612899 1
121980943AC D612899 1
122003218TC D612899 1
122003764CG D612899 1
65793454CT D612997 1
119156193CT D607785 1
119156193CT D613563 1
179702437TC D146110 1
179721046GA D146110 1
46914547CA D614205 1
91779728GT D236600 1
91779728GT D616053 1
45077978GA D603284 1
45113121GA D603284 1
4409107GA D615938 1
10256172AT D256840 1
160803848GA D180300 1
6925294TC D613949 1
111286375GC D211750 1
43022955GA D224120 1
43023473TC D224120 1
38457151GA D613805 1
68842641AC D114480 1
68846047AG D114480 1
68846138AC D114480 1
68847256TA D114480 1
68849530TC D114480 1
68856080CG D114480 1
68842641AC D119580 1
68846047AG D119580 1
68846138AC D119580 1
68847256TA D119580 1
68849530TC D119580 1
68856080CG D119580 1
68842641AC D137215 1
68846047AG D137215 1
68846138AC D137215 1
68847256TA D137215 1
68849530TC D137215 1
68856080CG D137215 1
68842641AC D167000 1
68846047AG D167000 1
68846138AC D167000 1
68847256TA D167000 1
68849530TC D167000 1
68856080CG D167000 1
68842641AC D176807 1
68846047AG D176807 1
68846138AC D176807 1
68847256TA D176807 1
68849530TC D176807 1
68856080CG D176807 1
68842641AC D608089 1
68846047AG D608089 1
68846138AC D608089 1
68847256TA D608089 1
68849530TC D608089 1
68856080CG D608089 1
39991259CT D617360 1
40027215GA D617360 1
58145379TC D609048 1
21971077AT D155601 1
21971077AT D155755 1
21971077AT D606719 1
125871715GA D614226 1
125891295TC D614226 1
104061551TA D616051 1
104066459AC D616051 1
25486911GT D608393 1
25486911GT D613676 1
196695744GA D126700 1
196706677GT D126700 1
196711076GA D126700 1
196716340AC D126700 1
196716343TC D126700 1
196695744GA D235400 1
196706677GT D235400 1
196711076GA D235400 1
196716340AC D235400 1
196716343TC D235400 1
196695744GA D609814 1
196706677GT D609814 1
196711076GA D609814 1
196716340AC D609814 1
196716343TC D609814 1
196695744GA D610698 1
196706677GT D610698 1
196711076GA D610698 1
196716340AC D610698 1
196716343TC D610698 1
196797238CT D235400 1
196797238CT D603075 1
117170953GA D167800 1
117171011CT D167800 1
117174372GA D167800 1
117175335CT D167800 1
117175453TA D167800 1
117180225GA D167800 1
117199635GC D167800 1
117199663AG D167800 1
117227860GA D167800 1
117227866GA D167800 1
117230411GC D167800 1
117232164AT D167800 1
117232685GA D167800 1
117243773CT D167800 1
117243828TC D167800 1
117251689TG D167800 1
117251703CT D167800 1
117251704GA D167800 1
117267807AG D167800 1
117282537TC D167800 1
117282631TC D167800 1
117170953GA D211400 1
117171011CT D211400 1
117174372GA D211400 1
117175335CT D211400 1
117175453TA D211400 1
117180225GA D211400 1
117199635GC D211400 1
117199663AG D211400 1
117227860GA D211400 1
117227866GA D211400 1
117230411GC D211400 1
117232164AT D211400 1
117232685GA D211400 1
117243773CT D211400 1
117243828TC D211400 1
117251689TG D211400 1
117251703CT D211400 1
117251704GA D211400 1
117267807AG D211400 1
117282537TC D211400 1
117282631TC D211400 1
117170953GA D219700 1
117171011CT D219700 1
117174372GA D219700 1
117175335CT D219700 1
117175453TA D219700 1
117180225GA D219700 1
117199635GC D219700 1
117199663AG D219700 1
117227860GA D219700 1
117227866GA D219700 1
117230411GC D219700 1
117232164AT D219700 1
117232685GA D219700 1
117243773CT D219700 1
117243828TC D219700 1
117251689TG D219700 1
117251703CT D219700 1
117251704GA D219700 1
117267807AG D219700 1
117282537TC D219700 1
117282631TC D219700 1
117170953GA D277180 1
117171011CT D277180 1
117174372GA D277180 1
117175335CT D277180 1
117175453TA D277180 1
117180225GA D277180 1
117199635GC D277180 1
117199663AG D277180 1
117227860GA D277180 1
117227866GA D277180 1
117230411GC D277180 1
117232164AT D277180 1
117232685GA D277180 1
117243773CT D277180 1
117243828TC D277180 1
117251689TG D277180 1
117251703CT D277180 1
117251704GA D277180 1
117267807AG D277180 1
117282537TC D277180 1
117282631TC D277180 1
50859934GC D254210 1
203192355CA D614122 1
175618961CT D253290 1
175618970CT D253290 1
175618961CT D601462 1
175618970CT D601462 1
175618961CT D608930 1
175618970CT D608930 1
73767453CT D143095 1
73767833CG D143095 1
73767453CT D245600 1
73767833CG D245600 1
113498566AG D272440 1
113513825TC D272440 1
113520129GA D272440 1
143018473AG D160800 1
143018843GA D160800 1
143036397AG D160800 1
143018473AG D255700 1
143018843GA D255700 1
143036397AG D255700 1
16350328GA D613090 1
16354394CT D613090 1
16357147CT D613090 1
16370997TC D607364 1
16371067GT D607364 1
16375032GA D607364 1
16370997TC D613090 1
16371067GT D613090 1
16375032GA D613090 1
190106120TG D248250 1
190122557TC D248250 1
190126214CT D248250 1
57957216AG D613767 1
87641147CT D262300 1
87666251TG D262300 1
103343583GA D154780 1
103343583GA D228520 1
103343583GA D603932 1
103343583GA D604841 1
103343583GA D618533 1
105812848CA D122400 1
105824333GA D122400 1
105812848CA D226650 1
105824333GA D226650 1
48263216GT D114000 1
48265474CA D114000 1
48266308CA D114000 1
48266370CA D114000 1
48266536CT D114000 1
48267454GC D114000 1
48271798CA D114000 1
48273889CT D114000 1
48274387CA D114000 1
48274388CG D114000 1
48275344CA D114000 1
48263216GT D120150 1
48265474CA D120150 1
48266308CA D120150 1
48266370CA D120150 1
48266536CT D120150 1
48267454GC D120150 1
48271798CA D120150 1
48273889CT D120150 1
48274387CA D120150 1
48274388CG D120150 1
48275344CA D120150 1
48263216GT D130060 1
48265474CA D130060 1
48266308CA D130060 1
48266370CA D130060 1
48266536CT D130060 1
48267454GC D130060 1
48271798CA D130060 1
48273889CT D130060 1
48274387CA D130060 1
48274388CG D130060 1
48275344CA D130060 1
48263216GT D166200 1
48265474CA D166200 1
48266308CA D166200 1
48266370CA D166200 1
48266536CT D166200 1
48267454GC D166200 1
48271798CA D166200 1
48273889CT D166200 1
48274387CA D166200 1
48274388CG D166200 1
48275344CA D166200 1
48263216GT D166210 1
48265474CA D166210 1
48266308CA D166210 1
48266370CA D166210 1
48266536CT D166210 1
48267454GC D166210 1
48271798CA D166210 1
48273889CT D166210 1
48274387CA D166210 1
48274388CG D166210 1
48275344CA D166210 1
48263216GT D166220 1
48265474CA D166220 1
48266308CA D166220 1
48266370CA D166220 1
48266536CT D166220 1
48267454GC D166220 1
48271798CA D166220 1
48273889CT D166220 1
48274387CA D166220 1
48274388CG D166220 1
48275344CA D166220 1
48263216GT D166710 1
48265474CA D166710 1
48266308CA D166710 1
48266370CA D166710 1
48266536CT D166710 1
48267454GC D166710 1
48271798CA D166710 1
48273889CT D166710 1
48274387CA D166710 1
48274388CG D166710 1
48275344CA D166710 1
48263216GT D259420 1
48265474CA D259420 1
48266308CA D259420 1
48266370CA D259420 1
48266536CT D259420 1
48267454GC D259420 1
48271798CA D259420 1
48273889CT D259420 1
48274387CA D259420 1
48274388CG D259420 1
48275344CA D259420 1
94038667GA D166210 1
94042440GC D166210 1
94043553GT D166210 1
94049908GT D166210 1
94051220GT D166210 1
94038667GA D166220 1
94042440GC D166220 1
94043553GT D166220 1
94049908GT D166220 1
94051220GT D166220 1
94038667GA D166710 1
94042440GC D166710 1
94043553GT D166710 1
94049908GT D166710 1
94051220GT D166710 1
94038667GA D225320 1
94042440GC D225320 1
94043553GT D225320 1
94049908GT D225320 1
94051220GT D225320 1
94038667GA D259420 1
94042440GC D259420 1
94043553GT D259420 1
94049908GT D259420 1
94051220GT D259420 1
94038667GA D617821 1
94042440GC D617821 1
94043553GT D617821 1
94049908GT D617821 1
94051220GT D617821 1
116930880CT D615155 1
116931099GA D615155 1
116931445TC D615155 1
189855034GA D130050 1
189864044CG D130050 1
189864083GC D130050 1
189870139GC D130050 1
189872236GA D130050 1
189872852GA D130050 1
189875421TA D130050 1
189855034GA D618343 1
189864044CG D618343 1
189864083GC D618343 1
189870139GC D618343 1
189872236GA D618343 1
189872852GA D618343 1
189875421TA D618343 1
110822930CG D175780 1
110839528CT D175780 1
110844604CA D175780 1
110822930CG D180000 1
110839528CT D180000 1
110844604CA D180000 1
110822930CG D611773 1
110839528CT D611773 1
110844604CA D611773 1
110822930CG D614519 1
110839528CT D614519 1
110844604CA D614519 1
110822930CG D618564 1
110839528CT D618564 1
110844604CA D618564 1
111111235GA D614483 1
111111235GA D614519 1
228137824GA D104200 1
228137824GA D141200 1
228137824GA D203780 1
189916090CG D130010 1
47409014CT D158810 1
47409034GA D158810 1
47423389GA D158810 1
47409014CT D254090 1
47409034GA D254090 1
47423389GA D254090 1
47535795GA D158810 1
47545768GA D158810 1
47552201CT D158810 1
47535795GA D254090 1
47545768GA D254090 1
47552201CT D254090 1
47535795GA D255600 1
47545768GA D255600 1
47552201CT D255600 1
48603714AT D131705 1
48604347CG D131705 1
48606252CG D131705 1
48610374CT D131705 1
48612806CT D131705 1
48612852CA D131705 1
48612945CG D131705 1
48618889CG D131705 1
48628247CA D131705 1
48603714AT D131750 1
48604347CG D131750 1
48606252CG D131750 1
48610374CT D131750 1
48612806CT D131750 1
48612852CA D131750 1
48612945CG D131750 1
48618889CG D131750 1
48628247CA D131750 1
48603714AT D131850 1
48604347CG D131850 1
48606252CG D131850 1
48610374CT D131850 1
48612806CT D131850 1
48612852CA D131850 1
48612945CG D131850 1
48618889CG D131850 1
48628247CA D131850 1
48603714AT D132000 1
48604347CG D132000 1
48606252CG D132000 1
48610374CT D132000 1
48612806CT D132000 1
48612852CA D132000 1
48612945CG D132000 1
48618889CG D132000 1
48628247CA D132000 1
48603714AT D226600 1
48604347CG D226600 1
48606252CG D226600 1
48610374CT D226600 1
48612806CT D226600 1
48612852CA D226600 1
48612945CG D226600 1
48618889CG D226600 1
48628247CA D226600 1
48603714AT D604129 1
48604347CG D604129 1
48606252CG D604129 1
48610374CT D604129 1
48612806CT D604129 1
48612852CA D604129 1
48612945CG D604129 1
48618889CG D604129 1
48628247CA D604129 1
48603714AT D607523 1
48604347CG D607523 1
48606252CG D607523 1
48610374CT D607523 1
48612806CT D607523 1
48612852CA D607523 1
48612945CG D607523 1
48618889CG D607523 1
48628247CA D607523 1
61459315CT D600969 1
61459315CT D603932 1
18896599CT D132400 1
18896850CA D132400 1
18899128CT D132400 1
18896599CT D177170 1
18896850CA D177170 1
18899128CT D177170 1
41206297GA D615573 1
13977679CT D220110 1
13977679CT D256000 1
98307696TG D121300 1
98307696TG D618892 1
211476977TC D237300 1
211476977TC D615371 1
68527706CT D255120 1
53676853CT D255110 1
53676853CT D600649 1
53676853CT D608836 1
53676853CT D614212 1
207782707AG D607486 1
207782707AG D611162 1
197396991GA D172870 1
197404292TC D172870 1
197396991GA D600105 1
197404292TC D600105 1
197396991GA D613835 1
197404292TC D613835 1
48339521GA D120970 1
48339521GA D268000 1
48339521GA D613829 1
37326443GC D614370 1
70904800GT D219500 1
138147939CT D608970 1
3560007CT D219750 1
3560007CT D219800 1
3560007CT D219900 1
15771121AG D167800 1
66334988TC D615362 1
150771704GA D265800 1
16877110GA D261100 1
16918997TC D261100 1
16919052TC D261100 1
16943450CG D261100 1
17126383GA D261100 1
17147521GT D261100 1
16877110GA D618884 1
16918997TC D618884 1
16919052TC D618884 1
16943450CG D618884 1
17126383GA D618884 1
17147521GT D618884 1
102006625GA D616127 1
219029133TA D609423 1
88709976CT D233690 1
88714511CG D233690 1
143957293GA D103900 1
143957293GA D202010 1
143994041CT D203400 1
143995792TC D203400 1
143996539TC D203400 1
143994041CT D610600 1
143995792TC D610600 1
143996539TC D610600 1
104590500GA D202110 1
75043590AC D124060 1
219678909CT D213700 1
58157952GA D264700 1
58158270GA D264700 1
58159103TC D264700 1
58159856CT D264700 1
96540276TC D609535 1
99250318TC D145500 1
187120211CA D210370 1
187122332GA D210370 1
106119446GA D181500 1
106124937AG D181500 1
173826781CG D611105 1
136501794GA D223360 1
136507559GC D223360 1
100680485AC D248600 1
6648424GA D601390 1
6648424GA D607829 1
74605231CT D105400 1
74605231CT D168605 1
74605231CT D607641 1
47256165TC D278740 1
50571723GA D608643 1
50597035AC D608643 1
220283189GT D181400 1
220285661GC D181400 1
220290449CG D181400 1
220290456CT D181400 1
220283189GT D601419 1
220285661GC D601419 1
220290449CG D601419 1
220290456CT D601419 1
220283189GT D604765 1
220285661GC D604765 1
220290449CG D604765 1
220290456CT D604765 1
72048540CT D263750 1
12143105CG D204750 1
12143105CG D615025 1
51097971AG D136630 1
111896937CT D245348 1
111916647GA D245348 1
78351682TC D605850 1
84209738TC D613193 1
84209815CG D613193 1
52360784GC D617576 1
52360784GC D617577 1
13788886CA D608644 1
13883171TC D608644 1
11648261AG D618300 1
11795158GA D618300 1
34513163GA D244400 1
72306291GA D612444 1
220149542GA D614881 1
10904509GA D160150 1
10904509GA D606482 1
10904509GA D615368 1
101639877AC D618415 1
169496169AC D616433 1
1936875CG D616901 1
98165091TC D274270 1
9783837TA D143465 1
9783837TA D606798 1
28610988CT D613102 1
7565675TA D605676 1
7565727AT D605676 1
7580187GA D605676 1
7584591CT D605676 1
7565675TA D607450 1
7565727AT D607450 1
7580187GA D607450 1
7584591CT D607450 1
7565675TA D607655 1
7565727AT D607655 1
7580187GA D607655 1
7584591CT D607655 1
7565675TA D609638 1
7565727AT D609638 1
7580187GA D609638 1
7584591CT D609638 1
7565675TA D612908 1
7565727AT D612908 1
7580187GA D612908 1
7584591CT D612908 1
7565675TA D615821 1
7565727AT D615821 1
7580187GA D615821 1
7584591CT D615821 1
45392075GA D607200 1
183885467GT D180700 1
183885467GT D616894 1
46783435TA D223800 1
46783435TA D607326 1
102508056CA D158600 1
102508056CA D614228 1
102508056CA D614563 1
44014330CT D617088 1
71740897CA D253601 1
71797810GA D253601 1
71825797CG D253601 1
71838611TC D253601 1
71892311CT D253601 1
71901424TC D253601 1
71908183GA D253601 1
71740897CA D254130 1
71797810GA D254130 1
71825797CG D254130 1
71838611TC D254130 1
71892311CT D254130 1
71901424TC D254130 1
71908183GA D254130 1
71740897CA D606768 1
71797810GA D606768 1
71825797CG D606768 1
71838611TC D606768 1
71892311CT D606768 1
71901424TC D606768 1
71908183GA D606768 1
233351334GC D615065 1
150485924CT D247100 1
78492696GT D277580 1
78492696GT D600155 1
78492696GT D600501 1
65636053TC D614437 1
52329845GA D254770 1
52329845GA D607631 1
82444663TC D617941 1
110866366TA D611718 1
110914427AT D611718 1
140638534GA D610253 1
6088453CT D618878 1
6089604CG D618878 1
40308859GT D234810 1
124109339TA D603896 1
45347394CT D603896 1
111651619CG D223900 1
111659439TC D223900 1
111692144GA D223900 1
130580575CT D187300 1
130582213CA D187300 1
100411302GC D617300 1
100411302GC D618196 1
27361241CT D143890 1
145956471CT D254780 1
11488727TC D133100 1
110293310CT D612841 1
56481424CT D133180 1
56495339CA D133180 1
56481424CT D607598 1
56495339CA D607598 1
128050361AG D610651 1
128050361AG D616390 1
14021975AG D278760 1
14029375TC D278760 1
14021975AG D610965 1
14029375TC D610965 1
14021975AG D615272 1
14029375TC D615272 1
50667021GA D133540 1
50678722GC D133540 1
50679086TC D133540 1
50732280CT D133540 1
50667021GA D211980 1
50678722GC D211980 1
50679086TC D211980 1
50732280CT D211980 1
50667021GA D214150 1
50678722GC D214150 1
50679086TC D214150 1
50732280CT D214150 1
50667021GA D278800 1
50678722GC D278800 1
50679086TC D278800 1
50732280CT D278800 1
50667021GA D600630 1
50678722GC D600630 1
50679086TC D600630 1
50732280CT D600630 1
50667021GA D613761 1
50678722GC D613761 1
50679086TC D613761 1
50732280CT D613761 1
50667021GA D616946 1
50678722GC D616946 1
50679086TC D616946 1
50732280CT D616946 1
60198281AG D216400 1
60198281AG D614621 1
76584777CG D231680 1
51850260CT D231680 1
5586559GA D193530 1
5586559GA D225500 1
108381031TA D615028 1
113777188CA D227600 1
176832159CG D234000 1
176832159CG D610618 1
6222326AT D188050 1
6222326AT D608446 1
6222326AT D613225 1
197026151TA D613235 1
169497292CA D188055 1
169511755TC D188055 1
169511903GA D188055 1
169521853AG D188055 1
169555582CT D188055 1
169497292CA D227400 1
169511755TC D227400 1
169511903GA D227400 1
169521853AG D227400 1
169555582CT D227400 1
169497292CA D600880 1
169511755TC D600880 1
169511903GA D600880 1
169521853AG D600880 1
169555582CT D600880 1
169497292CA D601367 1
169511755TC D601367 1
169511903GA D601367 1
169521853AG D601367 1
169555582CT D601367 1
169497292CA D614389 1
169511755TC D614389 1
169511903GA D614389 1
169521853AG D614389 1
169555582CT D614389 1
74808551CA D612319 1
89809227AG D227650 1
89815086TG D227650 1
89836978GA D227650 1
10074633CT D227646 1
35426132GA D600901 1
35074166GA D614082 1
35075022CT D614082 1
45606387AG D618086 1
45606387AG D618096 1
150901613AG D617769 1
126370647GA D615546 1
126370647GA D616006 1
92403458CT D219100 1
92403458CT D608895 1
92403458CT D614434 1
48707830AC D102370 1
48717680CT D102370 1
48717940AC D102370 1
48719952CT D102370 1
48729566CT D102370 1
48733923CA D102370 1
48738948GT D102370 1
48748839CT D102370 1
48748887CG D102370 1
48766541CG D102370 1
48776071TC D102370 1
48777615CT D102370 1
48779342GC D102370 1
48779530GC D102370 1
48779634TA D102370 1
48780600CT D102370 1
48780630AG D102370 1
48782061CA D102370 1
48788375AG D102370 1
48788389CT D102370 1
48800822GC D102370 1
48800841CT D102370 1
48808392GC D102370 1
48829895AC D102370 1
48892379GC D102370 1
48707830AC D129600 1
48717680CT D129600 1
48717940AC D129600 1
48719952CT D129600 1
48729566CT D129600 1
48733923CA D129600 1
48738948GT D129600 1
48748839CT D129600 1
48748887CG D129600 1
48766541CG D129600 1
48776071TC D129600 1
48777615CT D129600 1
48779342GC D129600 1
48779530GC D129600 1
48779634TA D129600 1
48780600CT D129600 1
48780630AG D129600 1
48782061CA D129600 1
48788375AG D129600 1
48788389CT D129600 1
48800822GC D129600 1
48800841CT D129600 1
48808392GC D129600 1
48829895AC D129600 1
48892379GC D129600 1
48707830AC D154700 1
48717680CT D154700 1
